PLAYER NAME,TEAM,PROJ. FPTS,Position,Salary,Injury Indicator
Pittsburgh Steelers,,8.8,DST,5000.0,
Los Angeles Chargers,,7.7,DST,4500.0,
Washington Football Team,,7.5,DST,4100.0,
Baltimore Ravens,,7.2,DST,4700.0,
Cleveland Browns,,7.2,DST,4600.0,
Miami Dolphins,,7.0,DST,4800.0,
New England Patriots,,6.5,DST,4300.0,
Minnesota Vikings,,6.4,DST,4400.0,
New Orleans Saints,,6.2,DST,4100.0,
Cincinnati Bengals,,6.2,DST,3700.0,
Philadelphia Eagles,,6.1,DST,4000.0,
Carolina Panthers,,6.0,DST,3500.0,
Denver Broncos,,5.9,DST,3900.0,
Green Bay Packers,,5.9,DST,4200.0,
Houston Texans,,5.8,DST,3600.0,
Detroit Lions,,5.8,DST,3500.0,
Tennessee Titans,,5.8,DST,3800.0,
Atlanta Falcons,,5.7,DST,3200.0,
Dallas Cowboys,,5.7,DST,3000.0,
New York Jets,,5.5,DST,3100.0,
Indianapolis Colts,,5.4,DST,4000.0,
Jacksonville Jaguars,,5.0,DST,3300.0,
